Area Codes,All Ages
E01008522,"1,583"
E01008584,"1,633"
E01008585,"1,564"
E01008587,"1,331"
E01008588,"1,593"
E01008589,"1,509"
E01008518,"1,606"
E01008564,"1,410"
E01008565,"2,781"
E01008567,"1,423"
E01008475,"1,606"
E01008476,"1,739"
E01008477,"1,667"
E01008479,"1,524"
E01008552,"1,588"
E01008553,"1,834"
E01008554,"1,637"
E01008555,"1,689"
E01008586,"1,547"
E01008495,"1,781"
E01008496,"1,493"
E01008497,"1,446"
E01008498,"1,465"
E01008568,"1,424"
E01008569,"1,541"
E01008570,"1,279"
E01032647,"2,146"
E01032648,"1,559"
E01008500,"1,530"
E01008505,"1,747"
E01008506,"1,386"
E01008507,"1,525"
E01008493,"1,483"
E01008494,"1,564"
E01008556,"2,074"
E01008557,"1,614"
E01008470,"1,379"
E01008499,"1,622"
E01008502,"1,544"
E01008516,"1,376"
E01008488,"1,451"
E01008489,"1,817"
E01008490,"1,527"
E01008491,"1,560"
E01008558,"1,579"
E01008560,"1,618"
E01008561,"1,645"
E01008562,"1,492"
E01008525,"1,521"
E01008527,"1,451"
E01008559,"1,519"
E01008563,"1,465"
E01008469,"1,554"
E01008472,"1,423"
E01008473,"1,267"
E01008501,"2,212"
E01008503,"2,143"
E01008471,"1,624"
E01008474,"1,414"
E01008513,"2,420"
E01008514,"1,799"
E01032649,"1,143"
E01032650,"1,042"
E01008486,"1,342"
E01008487,"1,432"
E01008526,"1,396"
E01008530,"1,591"
E01008461,"1,393"
E01008466,"1,256"
E01008467,"1,489"
E01008468,"1,362"
E01008483,"1,433"
E01008524,"1,761"
E01008528,"1,369"
E01008529,"1,559"
E01008481,"1,488"
E01008482,"1,696"
E01008484,"1,432"
E01008485,"1,514"
E01008492,"1,738"
E01008462,"1,402"
E01008463,"1,267"
E01008464,"1,334"
E01008465,"1,387"
E01008531,"1,384"
E01008532,"1,582"
E01008534,"1,354"
E01008538,"1,243"
E01008508,"1,617"
E01008509,"1,692"
E01008510,"1,559"
E01008512,"1,534"
E01008539,"1,454"
E01008540,"1,677"
E01008541,"1,532"
E01008544,"1,650"
E01008545,"1,286"
E01008511,"1,626"
E01008542,"1,664"
E01008543,"2,537"
E01008571,"1,904"
E01008572,"1,738"
E01008573,"1,744"
E01008574,"1,993"
E01008576,"2,028"
E01008533,"1,454"
E01008535,"1,586"
E01008536,"1,434"
E01008537,"1,215"
E01008575,"1,325"
E08000023,"149,555"
E01008595,"1,543"
E01008596,"1,452"
E01008597,"2,574"
E01008598,"1,566"
E01008599,"1,427"
E01008664,"1,609"
E01008665,"1,358"
E01008666,"1,714"
E01008667,"1,574"
E01008668,"1,658"
E01008673,"1,191"
E01008675,"1,401"
E01008676,"1,279"
E01008677,"1,312"
E01008678,"1,281"
E01008647,"1,473"
E01008648,"1,320"
E01008649,"1,691"
E01008651,"2,179"
E01008679,"1,256"
E01008680,"1,415"
E01008682,"1,269"
E01008683,"1,441"
E01008635,"1,365"
E01008650,"1,338"
E01008674,"1,280"
E01008681,"1,401"
E01008600,"1,327"
E01008604,"1,706"
E01008660,"1,363"
E01008661,"1,125"
E01008633,"1,414"
E01008634,"1,318"
E01008636,"1,418"
E01008637,"1,407"
E01008639,"2,397"
E01008652,"1,105"
E01008653,"1,221"
E01008654,"1,156"
E01008655,"1,487"
E01008657,"1,304"
E01008638,"1,276"
E01008640,"2,321"
E01008641,"1,132"
E01008642,"1,288"
E01008590,"1,435"
E01008591,"1,366"
E01008592,"1,306"
E01008594,"1,879"
E01008601,"1,592"
E01008669,"1,505"
E01008671,"1,127"
E01008672,"1,357"
E01008622,"1,768"
E01008625,"1,437"
E01033074,"2,757"
E01008602,"1,433"
E01008603,"1,299"
E01008608,"1,173"
E01008670,"1,478"
E01008643,"1,564"
E01008644,"1,544"
E01008645,"1,877"
E01008646,"1,343"
E01008656,"1,377"
E01008658,"1,399"
E01008593,"1,302"
E01008605,"1,159"
E01008606,"1,629"
E01008607,"1,499"
E01008609,"1,498"
E01008631,"1,308"
E01008632,"1,204"
E01008659,"1,432"
E01008662,"1,231"
E01008663,"1,401"
E01008624,"1,351"
E01008684,"1,115"
E01008685,"1,845"
E01008686,"1,650"
E01008687,"1,803"
E01008688,"1,350"
E01008689,"1,489"
E01008690,"1,320"
E01008691,"1,172"
E01008692,"1,442"
E01008627,"1,258"
E01008628,"1,394"
E01008629,"1,404"
E01008630,"1,431"
E01008610,"1,432"
E01008611,"1,412"
E01008612,"1,490"
E01008613,"1,514"
E01008616,"1,517"
E01008618,"1,233"
E01008619,"1,613"
E01008621,"1,407"
E01008614,"1,777"
E01008615,"1,409"
E01008617,"1,478"
E01008620,"1,438"
E08000024,"277,249"
E01008713,"1,592"
E01008722,"1,425"
E01008724,"1,123"
E01008726,"1,419"
E01008723,"1,429"
E01008725,"1,341"
E01008727,"1,477"
E01008728,"1,309"
E01008792,"1,308"
E01008698,"1,531"
E01008837,"1,267"
E01008838,"1,591"
E01008839,"1,322"
E01008840,"1,401"
E01008841,"1,263"
E01008712,"1,658"
E01008817,"1,251"
E01008819,"1,407"
E01008821,"1,497"
E01008822,"1,515"
E01008842,"1,345"
E01008708,"1,438"
E01008709,"1,361"
E01008711,"1,456"
E01008820,"1,082"
E01033075,"2,370"
E01008786,"1,555"
E01008787,"1,634"
E01008788,"1,484"
E01008789,"1,296"
E01008790,"1,439"
E01008791,"2,102"
E01008855,"1,441"
E01008856,"1,354"
E01008876,"1,501"
E01008877,"1,599"
E01008693,"1,318"
E01008694,"1,392"
E01008695,"1,479"
E01008696,"1,277"
E01008697,"1,399"
E01008699,"1,361"
E01008853,"1,313"
E01008854,"1,531"
E01008857,"1,389"
E01008858,"1,284"
E01008859,"1,394"
E01008860,"1,340"
E01008878,"1,514"
E01008873,"1,275"
E01008874,"1,764"
E01008875,"1,501"
E01008879,"1,347"
E01008880,"1,124"
E01008701,"2,126"
E01008704,"1,492"
E01008706,"1,687"
E01008707,"1,514"
E01008756,"1,507"
E01008762,"1,643"
E01008812,"1,621"
E01033076,"1,861"
E01008700,"1,610"
E01008703,"2,726"
E01008705,"1,147"
E01008831,"2,515"
E01008834,"1,888"
E01008810,"1,782"
E01008811,"1,661"
E01008813,"1,586"
E01008814,"1,563"
E01008757,"1,496"
E01008758,"1,486"
E01008759,"1,432"
E01008761,"1,428"
E01008702,"1,243"
E01008735,"1,877"
E01008736,"1,223"
E01008737,"1,319"
E01008738,"1,245"
E01008836,"1,447"
E01008845,"1,398"
E01008846,"1,110"
E01008847,"1,362"
E01008850,"2,470"
E01008851,"1,579"
E01008760,"1,525"
E01008830,"1,686"
E01008832,"1,508"
E01008833,"1,334"
E01008843,"1,301"
E01008844,"1,420"
E01008848,"1,297"
E01008849,"1,257"
E01008852,"1,178"
E01008867,"1,613"
E01008868,"1,157"
E01008869,"1,227"
E01008870,"1,385"
E01008871,"1,387"
E01008872,"1,701"
E01008729,"1,076"
E01008730,"1,642"
E01008731,"1,234"
E01008732,"2,097"
E01008733,"1,669"
E01008734,"1,336"
E01008740,"1,431"
E01008781,"1,400"
E01008782,"1,407"
E01008783,"1,432"
E01008784,"1,579"
E01008785,"1,367"
E01008835,"1,563"
E01008823,"1,412"
E01008824,"1,435"
E01008825,"1,521"
E01008826,"1,414"
E01008827,"1,219"
E01008828,"1,629"
E01008829,"1,359"
E01008739,"1,525"
E01008741,"1,441"
E01008779,"1,453"
E01008780,"1,847"
E01008799,"1,625"
E01008861,"1,501"
E01008862,"1,343"
E01008863,"1,574"
E01008864,"1,259"
E01008865,"1,375"
E01008866,"1,414"
E01008773,"1,403"
E01008776,"1,208"
E01008777,"1,371"
E01008778,"1,381"
E01008809,"1,521"
E01008803,"1,506"
E01008804,"1,650"
E01008805,"1,420"
E01033077,"1,873"
E01008763,"1,471"
E01008764,"1,406"
E01008766,"2,645"
E01008768,"1,731"
E01008769,"1,620"
E01008772,"1,332"
E01008774,"1,289"
E01008775,"1,323"
E01008802,"1,338"
E01008808,"1,361"
E01008793,"1,686"
E01008795,"1,918"
E01008797,"2,226"
E01008800,"1,454"
E01008801,"1,576"
E01008765,"1,445"
E01008767,"1,413"
E01008770,"1,303"
E01008771,"1,441"
E01008720,"1,341"
E01008721,"1,554"
E01008796,"1,686"
E01032483,"1,664"
E01032484,"1,267"
E01008750,"1,922"
E01008751,"1,197"
E01008752,"1,834"
E01008753,"1,197"
E01008755,"1,279"
E01008714,"1,588"
E01008715,"1,414"
E01008716,"1,293"
E01008717,"1,724"
E01008749,"1,321"
E01008754,"1,434"
E01008718,"1,368"
E01008719,"1,139"
E01008742,"1,648"
E01008747,"1,508"
E01008748,"1,338"
E01008743,"1,605"
E01008744,"1,709"
E01008745,"1,635"
E01008746,"2,089"
E06000008,"148,772"
E01012607,"1,487"
E01012608,"2,276"
E01012633,"1,598"
E01012634,"1,411"
E01012635,"1,765"
E01012636,"1,512"
E01012581,"1,239"
E01012582,"1,615"
E01012583,"1,673"
E01012587,"2,103"
E01012588,"2,141"
E01012574,"1,443"
E01012577,"1,979"
E01012578,"1,867"
E01012605,"2,266"
E01012606,"1,616"
E01012579,"1,683"
E01012580,"2,036"
E01012642,"1,840"
E01012645,"2,011"
E01012585,"1,615"
E01012586,"1,624"
E01012656,"1,796"
E01012657,"2,133"
E01012658,"1,771"
E01012629,"1,247"
E01012631,"1,384"
E01012643,"1,639"
E01012644,"2,444"
E01012655,"2,017"
E01012571,"1,737"
E01012572,"1,566"
E01012573,"1,647"
E01012575,"1,256"
E01012630,"2,313"
E01012576,"1,880"
E01012637,"1,652"
E01012638,"1,607"
E01012639,"1,816"
E01012640,"1,783"
E01012641,"1,807"
E01012595,"2,338"
E01012596,"1,874"
E01012622,"1,571"
E01012623,"1,451"
E01012624,"1,407"
E01012625,"1,672"
E01012584,"1,679"
E01012609,"1,453"
E01012610,"1,215"
E01012611,"1,032"
E01012612,"1,392"
E01012613,"1,247"
E01012600,"1,377"
E01012601,"1,501"
E01012602,"1,562"
E01012603,"1,633"
E01012604,"1,590"
E01012632,"2,019"
E01012594,"1,513"
E01012618,"1,525"
E01012619,"1,418"
E01012620,"1,342"
E01012621,"1,379"
E01012593,"1,678"
E01012597,"1,732"
E01012598,"3,063"
E01012599,"1,245"
E01012589,"1,330"
E01012590,"1,322"
E01012591,"1,501"
E01012648,"1,130"
E01012652,"1,450"
E01012617,"1,295"
E01012646,"1,511"
E01012647,"1,613"
E01012650,"1,348"
E01012649,"1,330"
E01012651,"1,699"
E01012653,"1,484"
E01012654,"1,788"
E01012614,"1,621"
E01012615,"1,432"
E01012616,"1,673"
E01012659,"1,337"
E01012660,"1,078"
E01012661,"1,383"
E01012592,"1,900"
E01012628,"1,186"
E01032485,"1,838"
E01032486,"1,320"
E06000009,"139,870"
E01012663,"1,532"
E01012664,"1,694"
E01012665,"1,740"
E01012716,"1,400"
E01012719,"1,424"
E01012662,"1,396"
E01012703,"1,461"
E01012704,"1,971"
E01012706,"1,541"
E01012717,"1,613"
E01012666,"1,419"
E01012667,"1,511"
E01012668,"1,606"
E01012669,"1,911"
E01012718,"1,641"
E01012690,"1,571"
E01012691,"1,917"
E01012692,"1,674"
E01012705,"1,583"
E01012723,"1,471"
E01012693,"1,570"
E01012711,"1,392"
E01012747,"1,452"
E01012750,"1,710"
E01012681,"1,532"
E01012683,"1,392"
E01012748,"1,545"
E01012749,"1,608"
E01012707,"1,252"
E01012720,"1,647"
E01012721,"1,847"
E01012724,"1,432"
E01012678,958
E01012679,"1,471"
E01012680,"1,395"
E01012682,"1,457"
E01012684,"1,466"
E01012676,"1,375"
E01012677,"1,354"
E01012708,"1,252"
E01012709,"1,598"
E01012710,"1,226"
E01012722,"1,296"
E01012673,"1,371"
E01012675,"1,601"
E01012735,"1,273"
E01012736,"1,277"
E01012737,"1,507"
E01012670,"1,237"
E01012733,"1,043"
E01012734,"1,357"
E01012738,"1,278"
E01012739,"1,375"
E01012742,"1,085"
E01012712,"1,623"
E01012713,"1,832"
E01012715,"1,513"
E01012740,"1,501"
E01012741,"1,318"
E01012671,"1,404"
E01012672,"1,380"
E01012674,"1,652"
E01012751,"1,464"
E01012686,"1,420"
E01012687,"1,473"
E01012688,"1,123"
E01012689,"1,185"
E01012714,"1,600"
E01012695,"1,276"
E01012743,"1,713"
E01012744,"1,628"
E01012745,"1,676"
E01012746,"1,819"
E01012685,"1,526"
E01012694,"1,265"
E01012696,"1,557"
E01012697,"1,357"
E01012698,"1,635"
E01012726,"1,662"
E01012728,"1,519"
E01012752,"1,268"
E01012753,"1,137"
E01012754,"1,164"
E01012755,"1,410"
E01012701,"1,566"
E01012729,"1,558"
E01012730,"1,716"
E01012731,"1,495"
E01012732,"1,706"
E01012699,"1,765"
E01012700,"1,846"
E01012702,"1,413"
E01012725,"1,448"
E01012727,"1,550"
E06000049,"378,846"
E01018585,"1,357"
E01018586,"1,804"
E01018587,"1,577"
E01018661,"1,271"
E01018657,"1,111"
E01018662,"1,159"
E01018663,"1,555"
E01018664,"1,334"
E01018665,"1,144"
E01018655,"1,506"
E01018656,"1,554"
E01018658,"1,218"
E01018659,"1,230"
E01018660,950
E01018582,"1,849"
E01018592,"1,729"
E01018593,"1,730"
E01018594,"1,760"
E01018595,"1,613"
E01018596,"2,055"
E01018583,"1,865"
E01018584,"1,948"
E01018612,"1,236"
E01018613,"1,576"
E01018600,"1,720"
E01018601,"1,648"
E01018602,"1,795"
E01018652,"1,681"
E01018598,"1,654"
E01018599,"1,118"
E01018648,"2,132"
E01018649,"1,374"
E01018650,"1,736"
E01018651,"1,635"
E01018654,"2,271"
E01018588,"1,580"
E01018589,"1,574"
E01018590,"1,906"
E01018653,"2,104"
E01018605,"1,104"
E01018609,"1,651"
E01018610,"2,001"
E01018611,"1,711"
E01018603,"1,293"
E01018604,"1,398"
E01018606,"1,527"
E01018607,"1,246"
E01018608,"1,355"
E01018666,"1,782"
E01018667,"1,634"
E01018668,"1,731"
E01018572,"1,843"
E01018573,"1,596"
E01018574,"2,097"
E01018580,"1,555"
E01018581,"1,139"
E01018575,"1,216"
E01018576,"1,786"
E01018577,"2,503"
E01018578,"1,202"
E01018579,"1,178"
E01018641,"1,197"
E01018642,"1,371"
E01018643,"1,889"
E01018644,"1,373"
E01018614,"1,854"
E01018618,"1,553"
E01018619,"1,481"
E01018620,"1,446"
E01018621,"1,300"
E01018626,"2,362"
E01018628,"1,557"
E01018629,"1,759"
E01018630,"1,247"
E01018631,"1,442"
E01018615,"1,141"
E01018616,"1,571"
E01018617,"1,425"
E01018632,"1,506"
E01018633,"1,533"
E01018622,"1,420"
E01018623,"1,359"
E01018624,"1,962"
E01018625,"1,439"
E01018627,"1,551"
E01018635,"1,345"
E01018636,"1,392"
E01018634,"1,824"
E01018645,"1,779"
E01018646,"1,668"
E01018647,"1,481"
E01018591,"2,337"
E01018597,"2,488"
E01018669,"2,506"
E01018670,"2,281"
E01018637,"1,785"
E01018638,"1,596"
E01018639,"1,375"
E01018640,"1,295"
E01018393,"2,539"
E01018411,"2,284"
E01018412,"1,465"
E01018413,"1,283"
E01018414,"1,398"
E01018415,"1,567"
E01018416,"1,630"
E01018424,"1,748"
E01018425,"1,659"
E01018426,"1,649"
E01018427,"1,227"
E01018419,"1,753"
E01018420,"1,989"
E01018421,"1,316"
E01018422,"1,323"
E01018423,"1,474"
E01018395,"1,799"
E01018396,"1,402"
E01018400,"2,326"
E01018401,"1,605"
E01018398,"1,431"
E01018399,"1,631"
E01018402,"1,989"
E01018403,"1,908"
E01018397,"2,037"
E01018408,"1,683"
E01018409,"1,781"
E01018410,"1,454"
E01018404,"1,409"
E01018405,"1,253"
E01018406,"1,389"
E01018407,"1,425"
E01018436,"1,514"
E01018437,"1,500"
E01018438,"1,345"
E01018439,"1,443"
E01018440,"2,334"
E01018441,"2,004"
E01018442,"2,103"
E01018443,"1,788"
E01018432,"1,433"
E01018433,"1,247"
E01018434,"1,354"
E01018435,"1,417"
E01018394,"2,056"
E01018417,"1,619"
E01018418,"1,501"
E01018428,"1,352"
E01018429,"1,560"
E01018430,"1,330"
E01018431,"1,179"
E01018472,"1,323"
E01018473,"1,668"
E01018474,"1,795"
E01018475,"1,782"
E01018463,"1,455"
E01018476,"1,360"
E01018477,"1,682"
E01018478,"1,522"
E01018479,"1,726"
E01018459,"1,436"
E01018460,"1,374"
E01018461,"1,438"
E01018466,"2,505"
E01018467,"2,754"
E01018482,"1,414"
E01018483,"1,380"
E01018484,"2,509"
E01018485,"1,578"
E01018499,"1,535"
E01018500,"1,154"
E01018501,"1,522"
E01018502,"1,801"
E01018462,"1,954"
E01018464,"1,493"
E01018496,"1,680"
E01018497,"1,213"
E01018498,"1,605"
E01018387,"1,695"
E01018388,"1,634"
E01018389,"1,559"
E01018390,"1,682"
E01018465,"3,309"
E01018468,"1,535"
E01018469,"1,672"
E01018470,"1,381"
E01018471,"1,434"
E01018386,"1,395"
E01018391,"2,026"
E01018392,"1,848"
E01018486,"1,519"
E01018487,"1,701"
E01018488,"1,566"
E01018489,"1,349"
E01018510,"1,502"
E01018511,"1,446"
E01018512,"1,683"
E01018513,"1,497"
E01018445,"1,986"
E01018446,"1,376"
E01018447,"1,984"
E01018448,"1,714"
E01018490,"1,462"
E01018491,"1,454"
E01018492,"1,061"
E01018505,"1,070"
E01018506,"1,343"
E01018507,"1,380"
E01018451,"1,341"
E01018454,"1,539"
E01018455,"1,290"
E01018456,"1,332"
E01018457,"1,570"
E01018493,"1,401"
E01018494,"1,548"
E01018495,"1,213"
E01018508,"1,184"
E01018509,"1,159"
E01018444,"2,558"
E01018480,"2,563"
E01018515,"2,352"
E01018516,"1,495"
E01033375,"1,517"
E01033376,"1,478"
E01033378,"1,500"
E01018452,"1,200"
E01018503,"1,633"
E01018504,"1,694"
E01033372,"1,293"
E01033373,"1,307"
E01018449,"1,657"
E01018450,"2,511"
E01018458,"2,116"
E01018481,"1,972"
E01018514,"2,100"
E06000050,"337,986"
E01018534,"2,581"
E01018535,"1,617"
E01018536,"1,760"
E01018537,"1,983"
E01018685,"1,404"
E01018686,"1,477"
E01018687,"1,342"
E01018688,"1,560"
E01018689,"1,413"
E01018690,"2,122"
E01018675,"2,033"
E01018708,"2,076"
E01018721,"2,173"
E01018518,"1,492"
E01018569,"1,257"
E01018570,"1,245"
E01018571,"1,295"
E01018546,"1,453"
E01018547,"1,367"
E01018548,"1,752"
E01018549,"1,335"
E01018532,"1,816"
E01018533,"1,465"
E01018544,"1,443"
E01018545,"1,897"
E01018519,"1,411"
E01018520,"1,068"
E01018525,"1,292"
E01018563,"2,861"
E01018564,"2,231"
E01018523,"1,412"
E01018524,"1,408"
E01018541,"1,360"
E01018542,"1,377"
E01018543,"1,325"
E01018528,"1,274"
E01018529,"1,416"
E01018530,"1,461"
E01018531,"1,633"
E01018560,"1,158"
E01018561,"1,198"
E01018562,"1,327"
E01018522,"1,371"
E01018538,"1,220"
E01018539,"1,086"
E01018540,"1,341"
E01018521,"1,223"
E01018550,"1,096"
E01018551,"1,538"
E01018552,"1,797"
E01018553,"1,674"
E01018671,"1,212"
E01018672,"1,574"
E01018673,"1,164"
E01018674,"1,484"
E01018556,"1,363"
E01018557,"1,414"
E01018558,"1,220"
E01018559,"1,124"
E01018565,"1,502"
E01018566,"1,225"
E01018567,"1,348"
E01018568,"1,542"
E01018684,"2,313"
E01018695,"1,729"
E01018696,"1,482"
E01018697,"1,766"
E01018698,"1,979"
E01018526,"1,586"
E01018527,"1,553"
E01018554,"2,259"
E01018555,"1,127"
E01018704,"1,430"
E01018705,"1,469"
E01018706,"1,807"
E01018718,"1,694"
E01018722,"2,238"
E01018713,"4,009"
E01018714,"2,013"
E01018715,"1,748"
E01018726,"1,577"
E01018727,"1,578"
E01018728,"1,556"
E01018729,"1,575"
E01018709,"1,501"
E01018710,"1,477"
E01018711,"1,521"
E01018712,"1,467"
E01018699,"1,594"
E01018701,"1,438"
E01018716,"1,584"
E01018717,"1,776"
E01018719,"1,419"
E01018720,"1,508"
E01018308,"2,004"
E01018336,"1,232"
E01018337,"1,288"
E01018338,"1,818"
E01018358,"1,326"
E01018359,"1,042"
E01018691,"1,653"
E01018693,"1,605"
E01018694,"1,759"
E01018700,"2,005"
E01018702,"1,287"
E01018703,"1,825"
E01018676,"1,643"
E01018677,"1,493"
E01018678,"1,252"
E01018679,"1,979"
E01018692,"1,931"
E01018360,"2,118"
E01018366,"1,518"
E01018367,"2,122"
E01018680,"1,677"
E01018681,"1,424"
E01018682,"1,061"
E01018683,"1,563"
E01018364,"1,549"
E01018365,"2,002"
E01018378,"1,240"
E01018379,"1,254"
E01018380,"1,138"
E01018362,"1,589"
E01018363,"1,017"
E01018374,"1,923"
E01018375,"1,834"
E01018376,"1,683"
E01018377,"2,132"
E01018309,"1,614"
E01018310,"1,531"
E01018311,"1,456"
E01018312,"1,507"
E01018349,"1,708"
E01018350,"2,034"
E01018368,"1,468"
E01018370,"1,562"
E01018313,"1,306"
E01018314,"1,634"
E01018315,"1,172"
E01018316,"1,464"
E01018317,"1,543"
E01018345,"1,293"
E01018346,"1,391"
E01018347,"1,371"
E01018383,"1,511"
E01018384,"1,397"
E01018327,"2,327"
E01018343,"1,501"
E01018361,"1,583"
E01032930,"2,159"
E01032931,"1,154"
E01018326,"2,410"
E01018328,"1,717"
E01018329,"2,405"
E01018330,"1,387"
E01018331,"1,726"
E01018733,"1,287"
E01018734,"1,269"
E01018748,"1,440"
E01018749,"2,630"
E01018319,"2,016"
E01018344,"1,947"
E01018381,"1,136"
E01018382,"1,532"
E01018736,"1,591"
E01018737,"1,645"
E01018743,"1,408"
E01018744,"1,670"
E01018732,"1,404"
E01018745,"1,605"
E01018746,"1,757"
E01018747,"1,547"
E01018323,"1,503"
E01018324,"1,352"
E01018325,"1,478"
E01018385,"1,924"
E01018730,"1,355"
E01018738,"1,489"
E01018739,"1,512"
E01018741,"1,231"
E01018320,"1,480"
E01018321,"1,273"
E01018322,"1,185"
E01018348,"3,241"
E01018731,"1,792"
E01018735,"1,285"
E01018740,"1,519"
E01018742,"1,546"
E01018332,"1,088"
E01018333,"1,417"
E01018334,"1,455"
E01018340,"1,427"
E01018341,"1,114"
E01018342,"1,521"
E01018351,"1,421"
E01018352,"1,745"
E01018353,"1,615"
E01018354,"1,657"
E01018707,"1,721"
E01018723,"1,183"
E01018724,"1,637"
E01018725,"1,363"
E01018335,"2,083"
E01018369,"1,681"
E01018371,"1,889"
E01018372,"2,146"
E01018339,"2,187"
E01018355,"1,298"
E01018356,"1,566"
E01018357,"1,458"
E01018373,"2,087"
E06000006,"127,595"
E01012392,"2,781"
E01012393,"2,683"
E01012395,"1,509"
E01012411,"1,319"
E01012374,"2,783"
E01012375,"1,598"
E01012376,"2,827"
E01012421,"1,257"
E01012423,"1,330"
E01012368,"1,790"
E01012410,"1,180"
E01012412,"1,494"
E01012413,"1,499"
E01012414,"1,190"
E01012377,"1,893"
E01012390,"1,578"
E01012419,"1,095"
E01012420,"1,468"
E01012422,"1,544"
E01012369,"1,584"
E01012394,"1,843"
E01012425,"1,640"
E01012426,"1,297"
E01012427,"1,911"
E01012378,"1,525"
E01012379,"1,485"
E01012380,"1,415"
E01012388,"1,788"
E01012442,"1,617"
E01012367,"1,659"
E01012370,"1,853"
E01012424,"1,851"
E01012441,"2,371"
E01012389,"1,696"
E01012391,"2,171"
E01012401,"1,817"
E01012443,"1,540"
E01012385,"1,588"
E01012386,"2,041"
E01012387,"1,112"
E01012434,"1,558"
E01012435,"2,065"
E01012381,"1,703"
E01012382,"1,681"
E01012384,"1,567"
E01012444,"1,191"
E01012445,"1,237"
E01012398,"1,220"
E01012400,"1,154"
E01012402,"1,593"
E01012404,"1,424"
E01012405,"1,886"
E01012416,"1,835"
E01012417,"1,276"
E01012428,"2,269"
E01012429,"1,423"
E01012430,"1,742"
E01012431,"2,103"
E01012383,"1,568"
E01012396,"1,490"
E01012397,"1,625"
E01012399,"1,437"
E01012403,"1,798"
